Cell,HTAN_Biospecimen_ID,subtype
PleuralEffusion_192325926927261,HTA8_2001_1,SCLC-A
RU1229A_Frozen_239611753389348,HTA8_2013_1,SCLC-A
RU779D_196019701889323,HTA8_2019_1,SCLC-N
RU1195A_197145264281830,HTA8_2011_1,SCLC-A
RU1195A_227862589597491,HTA8_2011_1,SCLC-A
RU1229A_Frozen_205441818049822,HTA8_2013_1,SCLC-A
RU1145_236221669730740,HTA8_2008_1,SCLC-A
PleuralEffusion_196174305709299,HTA8_2001_1,SCLC-A
RU1080C_191697922733875,HTA8_2004_1,SCLC-A
RU1145_134600596085155,HTA8_2008_1,SCLC-A
RU1124A_LN_197074397649819,HTA8_2006_1,SCLC-A
PleuralEffusion_197145264274782,HTA8_2001_1,SCLC-A
RU1065C_236158197026205,HTA8_2002_1,SCLC-A
RU1145_204825337423726,HTA8_2008_1,SCLC-A
RU426B_205933592074542,HTA8_2018_1,SCLC-A
RU1124A_LN_191766879233907,HTA8_2006_1,SCLC-A
RU1145_236633986058166,HTA8_2008_1,SCLC-A
RU1065C_196172070115621,HTA8_2002_1,SCLC-A
RU1195A_239939110747563,HTA8_2011_1,SCLC-A
RU779D_129455090416998,HTA8_2019_1,SCLC-N
RU1065C_130118782412708,HTA8_2002_1,SCLC-A
RU779D_192787992919453,HTA8_2019_1,SCLC-N
RU1195A_126888208395547,HTA8_2011_1,SCLC-A
RU779D_205315097708772,HTA8_2019_1,SCLC-N
RU1066_236175645690716,HTA8_2003_1,SCLC-A
RU1065C_199807089465652,HTA8_2002_1,SCLC-A
PleuralEffusion_126218845415284,HTA8_2001_1,SCLC-A
RU1293A_135503597726566,HTA8_2015_1,SCLC-N
RU1065C_135143001546086,HTA8_2002_1,SCLC-A
RU1080C_160381149605166,HTA8_2004_1,SCLC-A
PleuralEffusion_135081932019443,HTA8_2001_1,SCLC-A
RU1145_226874732497828,HTA8_2008_1,SCLC-A
RU1124A_LN_199944393874140,HTA8_2006_1,SCLC-A
RU1066_204762120153972,HTA8_2003_1,SCLC-A
RU1065C_166333992851758,HTA8_2002_1,SCLC-A
RU1065C_170120927923612,HTA8_2002_1,SCLC-A
PleuralEffusion_192121065061811,HTA8_2001_1,SCLC-A
RU1065C_200494265297324,HTA8_2002_1,SCLC-A
RU1181C_195424715226036,HTA8_2010_1,SCLC-N
RU1145_191576424233707,HTA8_2008_1,SCLC-A
RU1124A_LN_169588473412451,HTA8_2006_1,SCLC-A
RU1066_227990483883806,HTA8_2003_1,SCLC-A
RU1066_240094687979430,HTA8_2003_1,SCLC-A
RU1065C_200994198571821,HTA8_2002_1,SCLC-A
RU1144_LN_227983014644971,HTA8_2007_2,SCLC-A
RU1152_169560837156188,HTA8_2009_1,SCLC-A
RU1065C_204970292104029,HTA8_2002_1,SCLC-A
RU1080C_230816721300844,HTA8_2004_1,SCLC-A
RU1293A_120849050000227,HTA8_2015_1,SCLC-N
RU1195A_120850270509926,HTA8_2011_1,SCLC-A
RU1144_LN_230741457168732,HTA8_2007_2,SCLC-A
PleuralEffusion_226949806058412,HTA8_2001_1,SCLC-A
RU779D_200418719128819,HTA8_2019_1,SCLC-N
RU1145_133895294741284,HTA8_2008_1,SCLC-A
RU1293A_121940359896307,HTA8_2015_1,SCLC-N
RU1065C_196105480096053,HTA8_2002_1,SCLC-A
RU779D_230799392492470,HTA8_2019_1,SCLC-N
RU1293A_125059357134045,HTA8_2015_1,SCLC-N
RU1065C_165878546519854,HTA8_2002_1,SCLC-A
RU1152_134592152882404,HTA8_2009_1,SCLC-A
RU1293A_120726897157918,HTA8_2015_1,SCLC-N
RU1066_157004353452404,HTA8_2003_1,SCLC-A
PleuralEffusion_122308399904486,HTA8_2001_1,SCLC-A
RU779D_197280140487070,HTA8_2019_1,SCLC-N
RU1124A_LN_239594426816739,HTA8_2006_1,SCLC-A
RU1229A_Frozen_192309015530268,HTA8_2013_1,SCLC-A
PleuralEffusion_134938050313004,HTA8_2001_1,SCLC-A
RU1215_200363939940773,HTA8_2012_1,SCLC-N
RU1066_161411780795165,HTA8_2003_1,SCLC-A
RU1144_LN_120772980561701,HTA8_2007_2,SCLC-A
RU1145_157477590223275,HTA8_2008_1,SCLC-A
RU1124A_LN_134379390262619,HTA8_2006_1,SCLC-A
RU1108a_Bambanker_162078869837670,HTA8_2005_1,SCLC-A
PleuralEffusion_135149175032180,HTA8_2001_1,SCLC-A
PleuralEffusion_192255431764771,HTA8_2001_1,SCLC-A
RU1065C_230677819279206,HTA8_2002_1,SCLC-A
RU779D_130665317787358,HTA8_2019_1,SCLC-N
RU1215_131106671867821,HTA8_2012_1,SCLC-N
PleuralEffusion_232449734499187,HTA8_2001_1,SCLC-A
RU1080C_232321046734574,HTA8_2004_1,SCLC-A
RU779D_164698907142555,HTA8_2019_1,SCLC-N
RU1065C_170672132351846,HTA8_2002_1,SCLC-A
RU779D_228052673095579,HTA8_2019_1,SCLC-N
RU1065C_205990615248172,HTA8_2002_1,SCLC-A
RU1195A_156994721172852,HTA8_2011_1,SCLC-A
RU1231A_199807089102124,HTA8_2014_1,SCLC-N
RU426B_197066478799085,HTA8_2018_1,SCLC-A
RU779D_236176826591972,HTA8_2019_1,SCLC-N
RU1195A_200907359894454,HTA8_2011_1,SCLC-A
RU1066_191760437033195,HTA8_2003_1,SCLC-A
RU1181C_135501316569461,HTA8_2010_1,SCLC-N
RU1065C_230746913630557,HTA8_2002_1,SCLC-A
RU1080C_240550875360172,HTA8_2004_1,SCLC-A
RU1144_LN_131234312402845,HTA8_2007_2,SCLC-A
RU1066_226343110753635,HTA8_2003_1,SCLC-A
RU779D_131174451759540,HTA8_2019_1,SCLC-N
RU1145_157536914717468,HTA8_2008_1,SCLC-A
RU1065C_239396871129892,HTA8_2002_1,SCLC-A
RU1181C_236297770977062,HTA8_2010_1,SCLC-N
RU1065C_133967254342940,HTA8_2002_1,SCLC-A
RU779D_120728822167910,HTA8_2019_1,SCLC-N
RU1065C_166400431082221,HTA8_2002_1,SCLC-A
RU1066_134531754682230,HTA8_2003_1,SCLC-A
RU1066_205381657025844,HTA8_2003_1,SCLC-A
RU1195A_232321046664925,HTA8_2011_1,SCLC-A
RU1293A_155914221771124,HTA8_2015_1,SCLC-N
PleuralEffusion_235559317596918,HTA8_2001_1,SCLC-A
RU1124A_LN_196664886507430,HTA8_2006_1,SCLC-A
RU779D_239451604708772,HTA8_2019_1,SCLC-N
RU1065C_131227033422630,HTA8_2002_1,SCLC-A
RU1215_156395258985691,HTA8_2012_1,SCLC-N
RU1124A_LN_160990873905517,HTA8_2006_1,SCLC-A
RU779D_241038775245747,HTA8_2019_1,SCLC-N
RU1215_228049567767339,HTA8_2012_1,SCLC-N
RU1065C_199934549842214,HTA8_2002_1,SCLC-A
RU1124A_LN_130132607457525,HTA8_2006_1,SCLC-A
RU1152_135023528426908,HTA8_2009_1,SCLC-A
RU1065C_235748430568861,HTA8_2002_1,SCLC-A
RU1065C_130204830972709,HTA8_2002_1,SCLC-A
RU1293A_200444860033955,HTA8_2015_1,SCLC-N
RU1152_157698003257581,HTA8_2009_1,SCLC-A
RU1145_204756738815844,HTA8_2008_1,SCLC-A
RU1195A_231753009543076,HTA8_2011_1,SCLC-A
RU1066_162078842076587,HTA8_2003_1,SCLC-A
RU1145_231365416742309,HTA8_2008_1,SCLC-A
RU1124A_LN_131149858195757,HTA8_2006_1,SCLC-A
RU1124A_LN_204772964428206,HTA8_2006_1,SCLC-A
RU1065C_134530788089190,HTA8_2002_1,SCLC-A
RU1080C_230681430604510,HTA8_2004_1,SCLC-A
RU1231A_165800178011555,HTA8_2014_1,SCLC-N
PleuralEffusion_160785132285347,HTA8_2001_1,SCLC-A
RU1145_236633999227254,HTA8_2008_1,SCLC-A
RU1124A_LN_157680573213923,HTA8_2006_1,SCLC-A
RU1066_130185535023963,HTA8_2003_1,SCLC-A
RU1080C_164698906347765,HTA8_2004_1,SCLC-A
RU1152_232250958038939,HTA8_2009_1,SCLC-A
RU1195A_134379390027507,HTA8_2011_1,SCLC-A
PleuralEffusion_227921658333923,HTA8_2001_1,SCLC-A
RU1144_T_236082095344494,HTA8_2007_1,SCLC-A
RU1215_120864470157164,HTA8_2012_1,SCLC-N
RU1293A_204342171987227,HTA8_2015_1,SCLC-N
RU779D_129509031307627,HTA8_2019_1,SCLC-N
RU779D_226213441162604,HTA8_2019_1,SCLC-N
RU1215_232328293927333,HTA8_2012_1,SCLC-N
RU1066_170265212046062,HTA8_2003_1,SCLC-A
RU1195A_122359119533811,HTA8_2011_1,SCLC-A
RU1065C_130665332004779,HTA8_2002_1,SCLC-A
RU1311A_T_1_155914221771124,HTA8_2016_1,SCLC-A
RU1065C_201446647287213,HTA8_2002_1,SCLC-A
RU1293A_196104781712284,HTA8_2015_1,SCLC-N
RU1108a_RPMI_157536914978653,HTA8_2005_3,SCLC-A
PleuralEffusion_231280322172782,HTA8_2001_1,SCLC-A
RU1195A_192747102690139,HTA8_2011_1,SCLC-A
PleuralEffusion_227991438155060,HTA8_2001_1,SCLC-A
RU426B_129998523887013,HTA8_2018_1,SCLC-A
PleuralEffusion_164753413429174,HTA8_2001_1,SCLC-A
RU1080C_200975973047070,HTA8_2004_1,SCLC-A
RU1124A_LN_157605545819045,HTA8_2006_1,SCLC-A
RU1215_227501977815923,HTA8_2012_1,SCLC-N
RU1144_LN_232301289163572,HTA8_2007_2,SCLC-A
RU1195A_192815687678878,HTA8_2011_1,SCLC-A
RU1065C_131302180150566,HTA8_2002_1,SCLC-A
PleuralEffusion_236167208789934,HTA8_2001_1,SCLC-A
RU1065C_192662392716651,HTA8_2002_1,SCLC-A
RU1065C_125583565941531,HTA8_2002_1,SCLC-A
RU779D_191097654429485,HTA8_2019_1,SCLC-N
RU1145_240634646157093,HTA8_2008_1,SCLC-A
RU779D_156598210057971,HTA8_2019_1,SCLC-N
RU1195A_201106002754779,HTA8_2011_1,SCLC-A
PleuralEffusion_134936708135837,HTA8_2001_1,SCLC-A
RU779D_165784056913333,HTA8_2019_1,SCLC-N
RU1215_165326938893731,HTA8_2012_1,SCLC-N
RU1080C_204198558714653,HTA8_2004_1,SCLC-A
RU1065C_196500616857828,HTA8_2002_1,SCLC-A
RU1229A_Frozen_120726911899563,HTA8_2013_1,SCLC-A
RU1195A_192728936627574,HTA8_2011_1,SCLC-A
RU779D_160911819430116,HTA8_2019_1,SCLC-N
RU1181C_160990901234523,HTA8_2010_1,SCLC-N
RU779D_126216027430195,HTA8_2019_1,SCLC-N
RU1066_169082619116790,HTA8_2003_1,SCLC-A
RU1108a_Bambanker_Frozen_231365389474036,HTA8_2005_2,SCLC-A
PleuralEffusion_230592341536043,HTA8_2001_1,SCLC-A
PleuralEffusion_156515966281587,HTA8_2001_1,SCLC-A
RU1311A_T_1_197120300312293,HTA8_2016_1,SCLC-A
RU1145_157140481586997,HTA8_2008_1,SCLC-A
RU1080C_227982982437668,HTA8_2004_1,SCLC-A
RU1145_235069844176308,HTA8_2008_1,SCLC-A
RU1311A_T_1_232313280445739,HTA8_2016_1,SCLC-A
RU1195A_156022953367837,HTA8_2011_1,SCLC-A
RU1065C_192104034364766,HTA8_2002_1,SCLC-A
PleuralEffusion_197264034360555,HTA8_2001_1,SCLC-A
RU1124A_LN_205932364754220,HTA8_2006_1,SCLC-A
RU1215_205441012723116,HTA8_2012_1,SCLC-N
RU1066_192718870271774,HTA8_2003_1,SCLC-A
RU1065C_134378196723565,HTA8_2002_1,SCLC-A
RU1080C_230809908403484,HTA8_2004_1,SCLC-A
RU1124A_LN_131163579595998,HTA8_2006_1,SCLC-A
RU779D_230604105698723,HTA8_2019_1,SCLC-N
RU1215_231161109797603,HTA8_2012_1,SCLC-N
RU1181C_239459033009581,HTA8_2010_1,SCLC-N
RU779D_204359589018931,HTA8_2019_1,SCLC-N
RU1065C_129524064471405,HTA8_2002_1,SCLC-A
RU1144_LN_205392379238758,HTA8_2007_2,SCLC-A
PleuralEffusion_164769505627061,HTA8_2001_1,SCLC-A
RU1144_LN_131242050632108,HTA8_2007_2,SCLC-A
RU1181C_191215632267110,HTA8_2010_1,SCLC-N
RU1065C_156941820316462,HTA8_2002_1,SCLC-A
RU1144_LN_228042051369699,HTA8_2007_2,SCLC-A
RU1181C_200418719362470,HTA8_2010_1,SCLC-N
RU1145_236176841042155,HTA8_2008_1,SCLC-A
RU779D_157632209468638,HTA8_2019_1,SCLC-N
RU1066_135014267702694,HTA8_2003_1,SCLC-A
RU779D_134462217045933,HTA8_2019_1,SCLC-N
PleuralEffusion_126680957151476,HTA8_2001_1,SCLC-A
RU1065C_227905793112885,HTA8_2002_1,SCLC-A
RU1080C_125720885349659,HTA8_2004_1,SCLC-A
RU1065C_160911819196142,HTA8_2002_1,SCLC-A
RU1152_227922865928437,HTA8_2009_1,SCLC-A
RU1215_227434313242861,HTA8_2012_1,SCLC-N
RU1145_204825309399916,HTA8_2008_1,SCLC-A
RU1215_192306971561203,HTA8_2012_1,SCLC-N
RU1215_126888176709028,HTA8_2012_1,SCLC-N
RU1144_LN_130675142155549,HTA8_2007_2,SCLC-A
RU779D_200897562066219,HTA8_2019_1,SCLC-N
RU1152_165738048022436,HTA8_2009_1,SCLC-A
RU1124A_LN_131163533756836,HTA8_2006_1,SCLC-A
RU1195A_126748603078901,HTA8_2011_1,SCLC-A
RU779D_126834252625773,HTA8_2019_1,SCLC-N
RU1145_191096729811381,HTA8_2008_1,SCLC-A
RU1124A_LN_227303201656108,HTA8_2006_1,SCLC-A
PleuralEffusion_157537734085997,HTA8_2001_1,SCLC-A
PleuralEffusion_191645424249252,HTA8_2001_1,SCLC-A
RU1065C_197281482651997,HTA8_2002_1,SCLC-A
RU1108a_RPMI_134041208207788,HTA8_2005_3,SCLC-A
RU1124A_LN_166407927909219,HTA8_2006_1,SCLC-A
PleuralEffusion_121338036633003,HTA8_2001_1,SCLC-A
RU779D_239611725932252,HTA8_2019_1,SCLC-N
RU1065C_191646620302684,HTA8_2002_1,SCLC-A
RU1195A_121963847736094,HTA8_2011_1,SCLC-A
RU1065C_126820516484854,HTA8_2002_1,SCLC-A
RU779D_231145183566108,HTA8_2019_1,SCLC-N
RU779D_196576852465909,HTA8_2019_1,SCLC-N
RU1065C_235127539088795,HTA8_2002_1,SCLC-A
RU779D_130691267712803,HTA8_2019_1,SCLC-N
RU1065C_130538527443819,HTA8_2002_1,SCLC-A
RU1145_232321065346917,HTA8_2008_1,SCLC-A
RU779D_227920824888748,HTA8_2019_1,SCLC-N
RU779D_130204831504803,HTA8_2019_1,SCLC-N
RU1080C_120786804226779,HTA8_2004_1,SCLC-A
RU1195A_120726943382302,HTA8_2011_1,SCLC-A
RU1065C_129567952944350,HTA8_2002_1,SCLC-A
RU1181C_169156995110700,HTA8_2010_1,SCLC-N
RU1181C_192171277171125,HTA8_2010_1,SCLC-N
RU1311A_T_1_235617018408299,HTA8_2016_1,SCLC-A
RU779D_135006483335412,HTA8_2019_1,SCLC-N
RU1065C_201448674745579,HTA8_2002_1,SCLC-A
RU1065C_130673787395446,HTA8_2002_1,SCLC-A
RU1065C_191621908810158,HTA8_2002_1,SCLC-A
RU1195A_230681415895461,HTA8_2011_1,SCLC-A
RU1065C_226952087493022,HTA8_2002_1,SCLC-A
RU1145_131293470931309,HTA8_2008_1,SCLC-A
RU1229A_Frozen_157013914380085,HTA8_2013_1,SCLC-A
RU779D_134592140041461,HTA8_2019_1,SCLC-N
RU1181C_121184445491429,HTA8_2010_1,SCLC-N
RU1080C_240018567654116,HTA8_2004_1,SCLC-A
RU1144_LN_131309609039662,HTA8_2007_2,SCLC-A
RU1152_236845364833701,HTA8_2009_1,SCLC-A
RU779D_231753056106932,HTA8_2019_1,SCLC-N
RU1066_160447874686262,HTA8_2003_1,SCLC-A
RU1124A_LN_192661068893421,HTA8_2006_1,SCLC-A
PleuralEffusion_230592294635252,HTA8_2001_1,SCLC-A
RU426B_231840700644261,HTA8_2018_1,SCLC-A
RU779D_235122008741732,HTA8_2019_1,SCLC-N
RU1065C_191012722600157,HTA8_2002_1,SCLC-A
RU1065C_227434286398262,HTA8_2002_1,SCLC-A
RU1145_160990095423278,HTA8_2008_1,SCLC-A
RU1293A_200914890844387,HTA8_2015_1,SCLC-N
RU1152_165251796031835,HTA8_2009_1,SCLC-A
RU1144_LN_169572513770206,HTA8_2007_2,SCLC-A
RU779D_204842803840812,HTA8_2019_1,SCLC-N
RU779D_165714278071084,HTA8_2019_1,SCLC-N
RU1108a_RPMI_125247364656436,HTA8_2005_3,SCLC-A
RU1145_227357157341612,HTA8_2008_1,SCLC-A
RU1066_195958632789870,HTA8_2003_1,SCLC-A
RU1145_236633998973219,HTA8_2008_1,SCLC-A
RU1152_200417883086123,HTA8_2009_1,SCLC-A
RU1145_236167209080540,HTA8_2008_1,SCLC-A
RU1144_LN_200899053709683,HTA8_2007_2,SCLC-A
RU1124A_LN_130691221633845,HTA8_2006_1,SCLC-A
RU1124A_LN_196046411749102,HTA8_2006_1,SCLC-A
RU1152_200991407294764,HTA8_2009_1,SCLC-A
RU1152_196525285891371,HTA8_2009_1,SCLC-A
RU1229A_Frozen_126767527546165,HTA8_2013_1,SCLC-A
RU779D_204970292305142,HTA8_2019_1,SCLC-N
RU1065C_126681628396845,HTA8_2002_1,SCLC-A
PleuralEffusion_164753413433646,HTA8_2001_1,SCLC-A
RU1124A_LN_236847646324459,HTA8_2006_1,SCLC-A
RU1144_T_196715498917278,HTA8_2007_1,SCLC-A
RU1145_121812477922222,HTA8_2008_1,SCLC-A
RU1065C_226952068643549,HTA8_2002_1,SCLC-A
RU1145_196638177159028,HTA8_2008_1,SCLC-A
PleuralEffusion_232321033595116,HTA8_2001_1,SCLC-A
RU1065C_125238537836278,HTA8_2002_1,SCLC-A
RU779D_226331312219957,HTA8_2019_1,SCLC-N
RU1152_164779349096350,HTA8_2009_1,SCLC-A
RU779D_134515770735404,HTA8_2019_1,SCLC-N
RU1065C_122285045202333,HTA8_2002_1,SCLC-A
RU426B_161384131902195,HTA8_2018_1,SCLC-A
RU1080C_200914876393693,HTA8_2004_1,SCLC-A
RU1293A_232242502035811,HTA8_2015_1,SCLC-N
RU426B_157604587982196,HTA8_2018_1,SCLC-A
RU1065C_239459032550171,HTA8_2002_1,SCLC-A
RU1195A_227920825244516,HTA8_2011_1,SCLC-A
RU1080C_236221654592797,HTA8_2004_1,SCLC-A
RU1195A_157053731101494,HTA8_2011_1,SCLC-A
RU779D_126767500224307,HTA8_2019_1,SCLC-N
RU1065C_240018555096293,HTA8_2002_1,SCLC-A
RU1066_195967073606877,HTA8_2003_1,SCLC-A
RU1124A_LN_204198540633846,HTA8_2006_1,SCLC-A
RU1066_196019701865371,HTA8_2003_1,SCLC-A
RU1195A_121338689342749,HTA8_2011_1,SCLC-A
RU779D_200991426131877,HTA8_2019_1,SCLC-N
RU1065C_129661683489628,HTA8_2002_1,SCLC-A
RU1124A_LN_230600481823468,HTA8_2006_1,SCLC-A
RU1215_192797300444061,HTA8_2012_1,SCLC-N
RU1322A_LN_195562287844645,HTA8_2017_1,SCLC-P
RU1065C_126680945080541,HTA8_2002_1,SCLC-A
RU1144_LN_239587850311907,HTA8_2007_2,SCLC-A
RU1144_LN_126834221215030,HTA8_2007_2,SCLC-A
PleuralEffusion_235120010423139,HTA8_2001_1,SCLC-A
PleuralEffusion_231917069917603,HTA8_2001_1,SCLC-A
RU1080C_125744641961252,HTA8_2004_1,SCLC-A
RU1215_130691236477355,HTA8_2012_1,SCLC-N
RU1065C_191012709559219,HTA8_2002_1,SCLC-A
RU426B_161384131651811,HTA8_2018_1,SCLC-A
RU1181C_165723137002852,HTA8_2010_1,SCLC-N
RU1144_T_240001509084468,HTA8_2007_1,SCLC-A
RU1066_196638189668277,HTA8_2003_1,SCLC-A
RU779D_121731947031963,HTA8_2019_1,SCLC-N
RU1065C_236847646325596,HTA8_2002_1,SCLC-A
RU1065C_121955438741236,HTA8_2002_1,SCLC-A
RU1065C_206068864370973,HTA8_2002_1,SCLC-A
RU1080C_134590829877988,HTA8_2004_1,SCLC-A
RU1065C_191215631817627,HTA8_2002_1,SCLC-A
PleuralEffusion_197185816902053,HTA8_2001_1,SCLC-A
PleuralEffusion_120703455710507,HTA8_2001_1,SCLC-A
RU1065C_130691248835499,HTA8_2002_1,SCLC-A
RU1065C_164828843796891,HTA8_2002_1,SCLC-A
PleuralEffusion_192121079748316,HTA8_2001_1,SCLC-A
RU779D_240550848096046,HTA8_2019_1,SCLC-N
RU779D_169727151697324,HTA8_2019_1,SCLC-N
RU1080C_165808901642533,HTA8_2004_1,SCLC-A
RU1065C_122378446849947,HTA8_2002_1,SCLC-A
RU1195A_170875890093292,HTA8_2011_1,SCLC-A
RU1124A_LN_195547402755422,HTA8_2006_1,SCLC-A
RU779D_122298748852021,HTA8_2019_1,SCLC-N
RU1145_196715487025443,HTA8_2008_1,SCLC-A
RU1066_157072011671389,HTA8_2003_1,SCLC-A
RU426B_196087379606758,HTA8_2018_1,SCLC-A
RU1065C_231133475626339,HTA8_2002_1,SCLC-A
RU1152_156031709042476,HTA8_2009_1,SCLC-A
RU1124A_LN_227516829784877,HTA8_2006_1,SCLC-A
PleuralEffusion_164818777982829,HTA8_2001_1,SCLC-A
RU779D_205913440304373,HTA8_2019_1,SCLC-N
RU1293A_165248394283765,HTA8_2015_1,SCLC-N
RU1066_232301288965876,HTA8_2003_1,SCLC-A
RU1065C_191012722071782,HTA8_2002_1,SCLC-A
RU1144_T_161462675757876,HTA8_2007_1,SCLC-A
RU1080C_134946192222564,HTA8_2004_1,SCLC-A
RU779D_170120229369637,HTA8_2019_1,SCLC-N
RU1144_LN_235601986243804,HTA8_2007_2,SCLC-A
RU1145_156933471452467,HTA8_2008_1,SCLC-A
RU1065C_164827636320091,HTA8_2002_1,SCLC-A
RU1124A_LN_196592958364918,HTA8_2006_1,SCLC-A
RU779D_192788812969763,HTA8_2019_1,SCLC-N
RU1293A_135572183541988,HTA8_2015_1,SCLC-N
RU1066_204763078511027,HTA8_2003_1,SCLC-A
RU1145_170199700879277,HTA8_2008_1,SCLC-A
RU779D_230749759781661,HTA8_2019_1,SCLC-N
RU1144_LN_240154817554788,HTA8_2007_2,SCLC-A
RU1108a_RPMI_205518947346742,HTA8_2005_3,SCLC-A
RU1124A_LN_169150386399646,HTA8_2006_1,SCLC-A
RU1124A_LN_162069984012086,HTA8_2006_1,SCLC-A
RU1144_LN_205518947335092,HTA8_2007_2,SCLC-A
RU1152_165329239455651,HTA8_2009_1,SCLC-A
RU779D_157148400176499,HTA8_2019_1,SCLC-N
RU1080C_134044563716453,HTA8_2004_1,SCLC-A
RU1065C_230817423841195,HTA8_2002_1,SCLC-A
RU1144_LN_235737693248733,HTA8_2007_2,SCLC-A
RU1144_LN_125745312775019,HTA8_2007_2,SCLC-A
RU1215_134936708373796,HTA8_2012_1,SCLC-N
RU1181C_121963847572701,HTA8_2010_1,SCLC-N
RU1144_LN_200899038439860,HTA8_2007_2,SCLC-A
RU1124A_LN_231366221744436,HTA8_2006_1,SCLC-A
RU1066_192255463411062,HTA8_2003_1,SCLC-A
RU1144_LN_121955438738675,HTA8_2007_2,SCLC-A
RU1080C_201106016890092,HTA8_2004_1,SCLC-A
RU1065C_129455103339254,HTA8_2002_1,SCLC-A
RU1181C_162078857222500,HTA8_2010_1,SCLC-N
RU1065C_235678475438323,HTA8_2002_1,SCLC-A
RU1195A_135622810852595,HTA8_2011_1,SCLC-A
PleuralEffusion_161478635046838,HTA8_2001_1,SCLC-A
PleuralEffusion_170877934291301,HTA8_2001_1,SCLC-A
RU1152_226410788212083,HTA8_2009_1,SCLC-A
RU779D_161452717128091,HTA8_2019_1,SCLC-N
RU1145_200922541243180,HTA8_2008_1,SCLC-A
RU779D_166477708548019,HTA8_2019_1,SCLC-N
RU1065C_121869105288989,HTA8_2002_1,SCLC-A
RU1080C_161944774068965,HTA8_2004_1,SCLC-A
RU1215_200417883089317,HTA8_2012_1,SCLC-N
PleuralEffusion_232318649134365,HTA8_2001_1,SCLC-A
RU779D_232389335759150,HTA8_2019_1,SCLC-N
PleuralEffusion_165325596191987,HTA8_2001_1,SCLC-A
RU1215_120730030857499,HTA8_2012_1,SCLC-N
RU779D_232251003361140,HTA8_2019_1,SCLC-N
RU1066_204825324899699,HTA8_2003_1,SCLC-A
RU1145_129497355147628,HTA8_2008_1,SCLC-A
RU1144_LN_134938019125550,HTA8_2007_2,SCLC-A
RU779D_226401092758955,HTA8_2019_1,SCLC-N
RU1181C_239460343471389,HTA8_2010_1,SCLC-N
RU1293A_125236612840691,HTA8_2015_1,SCLC-N
RU1195A_126150247602917,HTA8_2011_1,SCLC-A
RU1195A_166265523722459,HTA8_2011_1,SCLC-A
PleuralEffusion_235129927548149,HTA8_2001_1,SCLC-A
RU1080C_121812450240365,HTA8_2004_1,SCLC-A
PleuralEffusion_125719958711131,HTA8_2001_1,SCLC-A
RU1145_156933471202092,HTA8_2008_1,SCLC-A
RU779D_134463437622107,HTA8_2019_1,SCLC-N
RU779D_192101737426347,HTA8_2019_1,SCLC-N
RU1065C_230809876741414,HTA8_2002_1,SCLC-A
PleuralEffusion_165860307810022,HTA8_2001_1,SCLC-A
PleuralEffusion_165188426418549,HTA8_2001_1,SCLC-A
RU1065C_231898662947638,HTA8_2002_1,SCLC-A
RU1065C_134060534785780,HTA8_2002_1,SCLC-A
RU1322A_LN_135006469962099,HTA8_2017_1,SCLC-P
RU1065C_170738719282998,HTA8_2002_1,SCLC-A
RU1065C_130204816783267,HTA8_2002_1,SCLC-A
RU1080C_170247782094628,HTA8_2004_1,SCLC-A
RU1152_134385055161635,HTA8_2009_1,SCLC-A
RU1124A_LN_230816734145948,HTA8_2006_1,SCLC-A
RU1195A_227911878949229,HTA8_2011_1,SCLC-A
RU1080C_134590797597043,HTA8_2004_1,SCLC-A
RU1152_191020345747164,HTA8_2009_1,SCLC-A
RU1065C_165784072088486,HTA8_2002_1,SCLC-A
RU1124A_LN_155888869821724,HTA8_2006_1,SCLC-A
RU1293A_241184535431067,HTA8_2015_1,SCLC-N
RU1215_232448526010230,HTA8_2012_1,SCLC-N
RU1195A_230663176740075,HTA8_2011_1,SCLC-A
RU1065C_204882352490717,HTA8_2002_1,SCLC-A
RU1080C_204410994509740,HTA8_2004_1,SCLC-A
RU779D_160432811326702,HTA8_2019_1,SCLC-N
RU1124A_LN_135503597979374,HTA8_2006_1,SCLC-A
RU1195A_226833171397020,HTA8_2011_1,SCLC-A
PleuralEffusion_134936708630957,HTA8_2001_1,SCLC-A
PleuralEffusion_166402800335270,HTA8_2001_1,SCLC-A
RU1065C_199884246043054,HTA8_2002_1,SCLC-A
PleuralEffusion_239458046885163,HTA8_2001_1,SCLC-A
RU1065C_129576455522677,HTA8_2002_1,SCLC-A
RU1065C_200992186087277,HTA8_2002_1,SCLC-A
RU779D_226419480902558,HTA8_2019_1,SCLC-N
RU1065C_192718870272748,HTA8_2002_1,SCLC-A
PleuralEffusion_161411826833244,HTA8_2001_1,SCLC-A
RU1124A_LN_125606160390939,HTA8_2006_1,SCLC-A
RU1152_121829810129828,HTA8_2009_1,SCLC-A
RU1065C_166407900674350,HTA8_2002_1,SCLC-A
PleuralEffusion_199962360728814,HTA8_2001_1,SCLC-A
RU1145_191774139243379,HTA8_2008_1,SCLC-A
RU1065C_199934550337892,HTA8_2002_1,SCLC-A
RU779D_165309490252654,HTA8_2019_1,SCLC-N
RU1195A_169156948670877,HTA8_2011_1,SCLC-A
RU1145_235129927548331,HTA8_2008_1,SCLC-A
RU426B_122427451063580,HTA8_2018_1,SCLC-A
RU1108a_Bambanker_Frozen_161411826137516,HTA8_2005_2,SCLC-A
